date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,source_row_id
2026-03-01,2026,3,1,chokepoint1,Suez Canal,11,8,3,0,14,22,36,142708,529869,3036,0,247342,675614,922956,2217
2026-03-02,2026,3,2,chokepoint1,Suez Canal,10,11,7,1,11,29,40,166087,666734,15676,6258,431776,854757,1286534,2218
2026-03-03,2026,3,3,chokepoint1,Suez Canal,11,11,5,1,27,28,55,381101,429443,20777,4883,1676349,836205,2512554,2219
2026-03-04,2026,3,4,chokepoint1,Suez Canal,14,9,1,1,17,25,42,383185,409108,0,7267,766252,799562,1565815,2220
2026-03-05,2026,3,5,chokepoint1,Suez Canal,6,11,2,0,19,19,38,83037,349171,5222,0,974476,437431,1411908,2221
2026-03-06,2026,3,6,chokepoint1,Suez Canal,7,5,7,0,19,19,38,210553,838916,33009,0,797508,1082480,1879989,2222
2026-03-07,2026,3,7,chokepoint1,Suez Canal,12,13,2,1,23,28,51,211255,563439,36824,0,870474,811519,1681993,2223
2026-03-08,2026,3,8,chokepoint1,Suez Canal,7,10,4,3,11,24,35,138601,397485,17113,15807,737659,569007,1306667,2224
2026-03-09,2026,3,9,chokepoint1,Suez Canal,9,9,9,0,15,27,42,162820,340667,44578,0,826908,548066,1374975,2225
2026-03-10,2026,3,10,chokepoint1,Suez Canal,11,11,6,0,9,28,37,257632,379888,33319,0,334424,670841,1005265,2226
2026-03-11,2026,3,11,chokepoint1,Suez Canal,6,15,4,1,25,26,51,81106,616961,44187,7071,672697,749327,1422024,2227
2026-03-12,2026,3,12,chokepoint1,Suez Canal,15,7,4,1,11,27,38,366995,351335,3786,3406,330515,725524,1056040,2228
2026-03-13,2026,3,13,chokepoint1,Suez Canal,8,10,5,1,16,24,40,141276,364751,43815,2859,595681,552702,1148383,2229
2026-03-14,2026,3,14,chokepoint1,Suez Canal,1,6,3,0,15,10,25,20717,504757,21698,0,806903,547172,1354076,2230
2026-03-15,2026,3,15,chokepoint1,Suez Canal,14,13,3,1,17,31,48,259168,579297,2478,0,783528,840944,1624472,2231
2026-03-16,2026,3,16,chokepoint1,Suez Canal,7,7,5,3,11,22,33,268801,444089,5809,0,360026,718700,1078727,2232
2026-03-17,2026,3,17,chokepoint1,Suez Canal,9,11,7,1,14,28,42,130832,511171,10858,0,201883,652862,854745,2233
2026-03-18,2026,3,18,chokepoint1,Suez Canal,8,6,5,2,22,21,43,203250,304489,30359,13102,1190526,551203,1741729,2234
2026-03-19,2026,3,19,chokepoint1,Suez Canal,12,11,5,1,14,29,43,231204,647344,43086,3311,648249,924947,1573197,2235
2026-03-20,2026,3,20,chokepoint1,Suez Canal,4,10,3,0,15,17,32,54372,536483,28513,0,623451,619369,1242821,2236
2026-03-21,2026,3,21,chokepoint1,Suez Canal,6,7,6,0,19,19,38,225271,208597,29068,0,384144,462937,847081,2237
2026-03-22,2026,3,22,chokepoint1,Suez Canal,8,14,4,0,21,26,47,174370,797121,14349,0,430464,985840,1416305,2238
2026-03-23,2026,3,23,chokepoint1,Suez Canal,10,8,3,1,18,22,40,244184,382924,13882,2552,270397,643543,913941,2239
2026-03-24,2026,3,24,chokepoint1,Suez Canal,8,16,2,0,15,26,41,257770,845318,3810,0,707877,1106898,1814776,2240
2026-03-25,2026,3,25,chokepoint1,Suez Canal,15,7,8,0,21,30,51,244001,409211,48501,0,644369,701714,1346084,2241
2026-03-26,2026,3,26,chokepoint1,Suez Canal,7,10,4,1,19,22,41,147773,478271,10326,0,1338405,636370,1974776,2242
2026-03-27,2026,3,27,chokepoint1,Suez Canal,14,8,6,1,13,29,42,282626,376628,15368,0,569447,674622,1244069,2243
2026-03-28,2026,3,28,chokepoint1,Suez Canal,8,13,3,2,19,26,45,263221,489120,7821,0,849573,760163,1609737,2244
2026-03-29,2026,3,29,chokepoint1,Suez Canal,6,8,1,2,20,17,37,39119,1078287,35986,12640,685039,1166034,1851073,2245
2026-03-30,2026,3,30,chokepoint1,Suez Canal,7,13,3,1,12,24,36,182671,657831,8736,6492,569947,855731,1425679,2246
2026-03-31,2026,3,31,chokepoint1,Suez Canal,8,11,4,0,20,23,43,307274,475434,66717,0,1067545,849425,1916971,2247
2026-03-01,2026,3,1,chokepoint2,Panama Canal,10,7,1,1,15,19,34,284675,289175,0,0,378288,573850,952139,4195
2026-03-02,2026,3,2,chokepoint2,Panama Canal,9,4,3,4,15,20,35,368045,168493,25603,26719,367243,588862,956105,4196
2026-03-03,2026,3,3,chokepoint2,Panama Canal,8,10,2,2,15,22,37,288783,361068,15098,4237,366518,669188,1035707,4197
2026-03-04,2026,3,4,chokepoint2,Panama Canal,8,10,1,2,13,21,34,332601,410017,0,11470,316757,754088,1070846,4198
2026-03-05,2026,3,5,chokepoint2,Panama Canal,9,8,3,2,14,22,36,350015,229656,9949,11549,323396,601171,924567,4199
2026-03-06,2026,3,6,chokepoint2,Panama Canal,9,9,2,4,11,24,35,388846,459091,902,17146,306495,865986,1172482,4200
2026-03-07,2026,3,7,chokepoint2,Panama Canal,9,6,4,2,13,21,34,263154,202367,27269,0,316847,492792,809639,4201
2026-03-08,2026,3,8,chokepoint2,Panama Canal,11,5,2,2,16,20,36,336434,221614,2755,27984,416203,588789,1004993,4202
2026-03-09,2026,3,9,chokepoint2,Panama Canal,7,5,4,3,12,19,31,340949,250564,26118,8525,303358,626158,929517,4203
2026-03-10,2026,3,10,chokepoint2,Panama Canal,8,6,1,6,11,21,32,418655,266556,0,24932,327367,710144,1037511,4204
2026-03-11,2026,3,11,chokepoint2,Panama Canal,6,5,4,1,17,16,33,115370,210824,12658,4537,557372,343391,900764,4205
2026-03-12,2026,3,12,chokepoint2,Panama Canal,8,3,4,2,15,17,32,311642,87554,5172,12621,246833,416991,663825,4206
2026-03-13,2026,3,13,chokepoint2,Panama Canal,11,9,0,1,12,21,33,351894,534922,0,0,280329,886816,1167146,4207
2026-03-14,2026,3,14,chokepoint2,Panama Canal,8,10,4,1,14,23,37,362071,499470,22331,9487,355549,893360,1248910,4208
2026-03-15,2026,3,15,chokepoint2,Panama Canal,11,4,1,4,14,20,34,532700,116665,22240,25221,247459,696828,944287,4209
2026-03-16,2026,3,16,chokepoint2,Panama Canal,11,11,2,0,13,24,37,451338,418971,2376,0,299658,872686,1172345,4210
2026-03-17,2026,3,17,chokepoint2,Panama Canal,7,6,0,2,22,15,37,188431,305052,0,13863,561543,507346,1068890,4211
2026-03-18,2026,3,18,chokepoint2,Panama Canal,9,8,3,3,12,23,35,310836,345839,4769,14955,400781,676401,1077182,4212
2026-03-19,2026,3,19,chokepoint2,Panama Canal,9,9,3,3,16,24,40,293085,416640,13534,6270,392899,729530,1122430,4213
2026-03-20,2026,3,20,chokepoint2,Panama Canal,5,8,1,1,13,15,28,248230,347895,18834,6116,401165,621076,1022242,4214
2026-03-21,2026,3,21,chokepoint2,Panama Canal,8,5,2,3,12,18,30,312539,233000,0,18225,413291,563765,977057,4215
2026-03-22,2026,3,22,chokepoint2,Panama Canal,7,4,5,2,16,18,34,276021,259403,17299,0,306225,552724,858949,4216
2026-03-23,2026,3,23,chokepoint2,Panama Canal,7,6,3,3,13,19,32,189386,256941,5522,5715,493206,457566,950773,4217
2026-03-24,2026,3,24,chokepoint2,Panama Canal,4,7,2,4,13,17,30,301758,343243,12111,12886,409406,669999,1079406,4218
2026-03-25,2026,3,25,chokepoint2,Panama Canal,11,5,3,2,12,21,33,351879,262776,21281,0,305769,635937,941706,4219
2026-03-26,2026,3,26,chokepoint2,Panama Canal,10,3,2,2,16,17,33,289583,134930,10220,0,252164,434734,686898,4220
2026-03-27,2026,3,27,chokepoint2,Panama Canal,5,8,1,6,12,20,32,181263,376978,9128,29695,383783,597066,980849,4221
2026-03-28,2026,3,28,chokepoint2,Panama Canal,10,5,3,4,8,22,30,421462,174568,25824,12781,233290,634636,867927,4222
2026-03-29,2026,3,29,chokepoint2,Panama Canal,7,10,2,2,14,21,35,213889,426428,4582,2168,413275,647069,1060344,4223
2026-03-30,2026,3,30,chokepoint2,Panama Canal,5,5,2,3,23,15,38,219241,239720,4207,3561,444896,466730,911627,4224
2026-03-31,2026,3,31,chokepoint2,Panama Canal,4,3,1,4,19,12,31,122053,117848,0,14238,745104,254140,999244,4225
2026-03-01,2026,3,1,chokepoint3,Bosporus Strait,8,13,22,0,28,43,71,37491,290759,47732,0,547121,375982,923103,8573
2026-03-02,2026,3,2,chokepoint3,Bosporus Strait,10,12,40,0,20,62,82,50081,345269,88853,0,401782,484204,885986,8574
2026-03-03,2026,3,3,chokepoint3,Bosporus Strait,7,24,33,3,23,67,90,57288,783492,111620,571,614080,952973,1567054,8575
2026-03-04,2026,3,4,chokepoint3,Bosporus Strait,9,17,17,0,14,43,57,71978,330563,35058,0,137484,437600,575085,8576
2026-03-05,2026,3,5,chokepoint3,Bosporus Strait,9,25,44,0,23,78,101,72557,394857,101035,0,222618,568450,791068,8577
2026-03-06,2026,3,6,chokepoint3,Bosporus Strait,15,23,41,1,20,80,100,69583,492602,97957,835,272305,660979,933284,8578
2026-03-07,2026,3,7,chokepoint3,Bosporus Strait,8,17,43,0,17,68,85,39245,560448,131307,0,262979,731001,993981,8579
2026-03-08,2026,3,8,chokepoint3,Bosporus Strait,8,25,41,1,20,75,95,34031,689441,50097,0,411298,773570,1184868,8580
2026-03-09,2026,3,9,chokepoint3,Bosporus Strait,16,24,35,1,17,76,93,92850,619828,85020,835,354897,798534,1153432,8581
2026-03-10,2026,3,10,chokepoint3,Bosporus Strait,10,22,18,1,23,51,74,85375,642816,19087,0,806888,747279,1554167,8582
2026-03-11,2026,3,11,chokepoint3,Bosporus Strait,10,24,33,0,25,67,92,86769,1382275,74092,0,491525,1543138,2034663,8583
2026-03-12,2026,3,12,chokepoint3,Bosporus Strait,12,15,38,1,27,66,93,73898,132949,95039,2681,586479,304568,891048,8584
2026-03-13,2026,3,13,chokepoint3,Bosporus Strait,11,27,23,0,30,61,91,74913,558330,55426,0,742473,688670,1431144,8585
2026-03-14,2026,3,14,chokepoint3,Bosporus Strait,11,18,42,1,28,72,100,68849,438236,82527,2381,606511,591995,1198506,8586
2026-03-15,2026,3,15,chokepoint3,Bosporus Strait,14,21,36,0,22,71,93,52570,564686,107622,0,183654,724878,908533,8587
2026-03-16,2026,3,16,chokepoint3,Bosporus Strait,6,16,72,1,19,95,114,45389,321091,166646,0,719311,533126,1252438,8588
2026-03-17,2026,3,17,chokepoint3,Bosporus Strait,0,12,35,0,19,47,66,0,239708,88353,0,239898,328062,567960,8589
2026-03-18,2026,3,18,chokepoint3,Bosporus Strait,11,24,33,0,23,68,91,74886,658051,93313,0,557713,826252,1383965,8590
2026-03-19,2026,3,19,chokepoint3,Bosporus Strait,11,32,29,0,24,72,96,74521,1102821,96695,0,778327,1274039,2052367,8591
2026-03-20,2026,3,20,chokepoint3,Bosporus Strait,5,19,19,0,19,43,62,21654,536658,53887,0,274845,612199,887045,8592
2026-03-21,2026,3,21,chokepoint3,Bosporus Strait,11,20,32,1,17,64,81,84695,701008,86966,970,270768,873641,1144410,8593
2026-03-22,2026,3,22,chokepoint3,Bosporus Strait,11,20,34,2,26,67,93,85812,435140,87473,256,762853,608682,1371536,8594
2026-03-23,2026,3,23,chokepoint3,Bosporus Strait,10,18,46,0,17,74,91,45209,1325621,99787,0,371420,1470618,1842039,8595
2026-03-24,2026,3,24,chokepoint3,Bosporus Strait,7,23,47,0,20,77,97,39695,840803,90623,0,713007,971121,1684129,8596
2026-03-25,2026,3,25,chokepoint3,Bosporus Strait,11,23,52,1,23,87,110,70605,699697,98463,1897,419377,870664,1290042,8597
2026-03-26,2026,3,26,chokepoint3,Bosporus Strait,9,12,35,1,21,57,78,63308,324963,93614,0,389907,481886,871794,8598
2026-03-27,2026,3,27,chokepoint3,Bosporus Strait,7,24,48,0,25,79,104,51059,662347,137861,0,827347,851268,1678616,8599
2026-03-28,2026,3,28,chokepoint3,Bosporus Strait,15,19,44,2,24,80,104,115073,454920,75000,571,853687,645566,1499254,8600
2026-03-29,2026,3,29,chokepoint3,Bosporus Strait,15,23,41,0,26,79,105,77880,562834,144130,0,555852,784845,1340697,8601
2026-03-30,2026,3,30,chokepoint3,Bosporus Strait,11,30,27,1,28,69,97,91674,599751,58819,0,612658,750245,1362903,8602
2026-03-31,2026,3,31,chokepoint3,Bosporus Strait,12,19,30,1,30,62,92,73901,561328,94074,643,442607,729948,1172555,8603
2026-03-01,2026,3,1,chokepoint4,Bab el-Mandeb Strait,5,8,3,1,14,17,31,89450,516216,25819,0,665460,631486,1296946,11218
2026-03-02,2026,3,2,chokepoint4,Bab el-Mandeb Strait,5,7,4,1,11,17,28,87580,174584,4301,4568,508899,271034,779933,11220
2026-03-03,2026,3,3,chokepoint4,Bab el-Mandeb Strait,7,14,5,0,17,26,43,92744,561232,12363,0,627512,666340,1293853,11222
2026-03-04,2026,3,4,chokepoint4,Bab el-Mandeb Strait,2,9,7,2,8,20,28,23159,435647,54250,15807,597755,528865,1126620,11224
2026-03-05,2026,3,5,chokepoint4,Bab el-Mandeb Strait,5,14,3,1,9,23,32,75400,725801,16244,5824,183271,823271,1006543,11226
2026-03-06,2026,3,6,chokepoint4,Bab el-Mandeb Strait,5,14,3,0,12,22,34,90566,555276,3149,0,401169,648992,1050161,11228
2026-03-07,2026,3,7,chokepoint4,Bab el-Mandeb Strait,3,10,4,1,16,18,34,48195,429042,9936,7071,649380,494246,1143626,11230
2026-03-08,2026,3,8,chokepoint4,Bab el-Mandeb Strait,10,14,4,0,19,28,47,135976,718100,27926,0,816751,882003,1698754,11232
2026-03-09,2026,3,9,chokepoint4,Bab el-Mandeb Strait,6,7,1,1,10,15,25,171843,338782,1379,0,512558,512005,1024563,11234
2026-03-10,2026,3,10,chokepoint4,Bab el-Mandeb Strait,4,5,0,0,12,9,21,57177,185625,0,0,867060,242802,1109863,11236
2026-03-11,2026,3,11,chokepoint4,Bab el-Mandeb Strait,4,12,4,0,20,20,40,61558,583322,60799,0,784934,705679,1490614,11238
2026-03-12,2026,3,12,chokepoint4,Bab el-Mandeb Strait,5,5,3,3,16,16,32,68473,170148,12639,7267,811894,258529,1070423,11240
2026-03-13,2026,3,13,chokepoint4,Bab el-Mandeb Strait,7,9,12,1,10,29,39,92504,296193,75577,4689,633009,468965,1101974,11242
2026-03-14,2026,3,14,chokepoint4,Bab el-Mandeb Strait,4,8,2,1,14,15,29,36437,360761,9842,6637,655828,413679,1069508,11244
2026-03-15,2026,3,15,chokepoint4,Bab el-Mandeb Strait,2,5,3,0,16,10,26,27215,232941,76776,0,796315,336933,1133249,11248
2026-03-16,2026,3,16,chokepoint4,Bab el-Mandeb Strait,9,15,4,0,21,28,49,120467,679048,17469,0,838186,816985,1655172,11250
2026-03-17,2026,3,17,chokepoint4,Bab el-Mandeb Strait,2,8,4,1,18,15,33,41783,413741,11527,4634,892434,471686,1364121,11252
2026-03-18,2026,3,18,chokepoint4,Bab el-Mandeb Strait,5,13,2,0,22,20,42,56969,458679,41168,0,619295,556816,1176112,11254
2026-03-19,2026,3,19,chokepoint4,Bab el-Mandeb Strait,9,11,2,2,20,24,44,119020,640373,81128,0,1113645,840522,1954168,11256
2026-03-20,2026,3,20,chokepoint4,Bab el-Mandeb Strait,3,9,5,1,14,18,32,43678,438526,70860,0,1031349,553065,1584415,11258
2026-03-21,2026,3,21,chokepoint4,Bab el-Mandeb Strait,2,11,7,2,19,22,41,14583,559416,32022,7071,747216,613093,1360310,11260
2026-03-22,2026,3,22,chokepoint4,Bab el-Mandeb Strait,7,10,7,1,13,25,38,88793,647406,35551,1341,1051943,773092,1825035,11262
2026-03-23,2026,3,23,chokepoint4,Bab el-Mandeb Strait,2,2,2,0,20,6,26,40419,100641,299,0,836991,141361,978352,11265
2026-03-24,2026,3,24,chokepoint4,Bab el-Mandeb Strait,4,10,2,1,12,17,29,58598,632145,6033,4267,861272,701045,1562317,11267
2026-03-25,2026,3,25,chokepoint4,Bab el-Mandeb Strait,7,16,5,2,14,30,44,56174,856844,37785,17683,686517,968489,1655006,11269
2026-03-26,2026,3,26,chokepoint4,Bab el-Mandeb Strait,6,6,8,2,16,22,38,60289,421809,39055,15972,647305,537126,1184432,11271
2026-03-27,2026,3,27,chokepoint4,Bab el-Mandeb Strait,6,14,3,0,14,23,37,80489,600627,14320,0,819355,695437,1514793,11273
2026-03-28,2026,3,28,chokepoint4,Bab el-Mandeb Strait,8,11,3,1,12,23,35,82786,401039,24306,1341,646804,509474,1156279,11278
2026-03-29,2026,3,29,chokepoint4,Bab el-Mandeb Strait,7,14,1,0,16,22,38,96977,622083,78006,0,469727,797067,1266794,11281
2026-03-30,2026,3,30,chokepoint4,Bab el-Mandeb Strait,3,18,10,3,13,34,47,40297,864850,40934,8626,799460,954708,1754168,11284
2026-03-31,2026,3,31,chokepoint4,Bab el-Mandeb Strait,5,10,2,1,16,18,34,50854,470426,13999,0,839866,535279,1375146,11287
2026-03-01,2026,3,1,chokepoint5,Malacca Strait,62,66,20,7,84,155,239,2051448,3012150,155287,19453,4479452,5238340,9717792,12577
2026-03-02,2026,3,2,chokepoint5,Malacca Strait,61,66,14,8,87,149,236,2239126,3132687,80677,22353,3487367,5474844,8962212,12578
2026-03-03,2026,3,3,chokepoint5,Malacca Strait,49,78,17,6,76,150,226,1808142,3888014,56196,23681,4364272,5776035,10140308,12579
2026-03-04,2026,3,4,chokepoint5,Malacca Strait,66,54,16,9,99,145,244,2140073,2711197,145643,31876,4008224,5028791,9037016,12580
2026-03-05,2026,3,5,chokepoint5,Malacca Strait,76,51,23,7,69,157,226,2373070,2913403,117353,37620,2393736,5441448,7835185,12581
2026-03-06,2026,3,6,chokepoint5,Malacca Strait,62,56,16,6,98,140,238,1989178,3594237,91285,16265,4284983,5690967,9975950,12582
2026-03-07,2026,3,7,chokepoint5,Malacca Strait,66,70,23,9,67,168,235,2116812,4611997,104261,25054,3564791,6858125,10422916,12583
2026-03-08,2026,3,8,chokepoint5,Malacca Strait,67,58,17,5,95,147,242,1775445,3213539,121287,4159,5763411,5114431,10877842,12584
2026-03-09,2026,3,9,chokepoint5,Malacca Strait,64,56,26,8,67,154,221,1797564,2167753,204593,13321,2245924,4183233,6429157,12585
2026-03-10,2026,3,10,chokepoint5,Malacca Strait,59,59,19,6,83,143,226,1698167,2825858,103804,11659,5207438,4639490,9846928,12586
2026-03-11,2026,3,11,chokepoint5,Malacca Strait,60,62,23,11,70,156,226,1495312,3672408,153995,33612,2872092,5355329,8227421,12587
2026-03-12,2026,3,12,chokepoint5,Malacca Strait,56,63,18,9,68,146,214,1437972,3073248,105693,8230,1648246,4625145,6273392,12588
2026-03-13,2026,3,13,chokepoint5,Malacca Strait,65,58,20,2,82,145,227,1756611,2937023,86234,6865,1811824,4786733,6598558,12589
2026-03-14,2026,3,14,chokepoint5,Malacca Strait,64,53,23,6,77,146,223,1928883,2118919,187472,10940,2903823,4246215,7150039,12590
2026-03-15,2026,3,15,chokepoint5,Malacca Strait,52,61,13,10,88,136,224,1404026,4519371,85437,34942,3242457,6043778,9286236,12591
2026-03-16,2026,3,16,chokepoint5,Malacca Strait,53,56,12,5,68,126,194,1750364,3004073,70399,18077,1146312,4842915,5989227,12592
2026-03-17,2026,3,17,chokepoint5,Malacca Strait,55,60,14,4,82,133,215,1504904,3410304,69883,21811,1950838,5006905,6957744,12593
2026-03-18,2026,3,18,chokepoint5,Malacca Strait,49,64,18,10,74,141,215,1715284,3709287,71976,19639,1806904,5516188,7323092,12594
2026-03-19,2026,3,19,chokepoint5,Malacca Strait,60,67,18,5,80,150,230,1875843,3985839,131966,19525,1393766,6013175,7406942,12595
2026-03-20,2026,3,20,chokepoint5,Malacca Strait,61,57,22,6,78,146,224,2084860,2902315,75344,13715,1870327,5076237,6946565,12596
2026-03-21,2026,3,21,chokepoint5,Malacca Strait,55,56,11,5,64,127,191,1904297,2915705,45621,16011,1268828,4881635,6150464,12597
2026-03-22,2026,3,22,chokepoint5,Malacca Strait,50,55,15,8,80,128,208,1600192,3111845,120778,25651,2326660,4858469,7185129,12598
2026-03-23,2026,3,23,chokepoint5,Malacca Strait,70,49,13,3,53,135,188,2078544,2627554,113979,12009,2126572,4832086,6958659,12599
2026-03-24,2026,3,24,chokepoint5,Malacca Strait,53,75,20,6,69,154,223,1623196,4950689,141115,28005,1683679,6743008,8426688,12600
2026-03-25,2026,3,25,chokepoint5,Malacca Strait,61,56,16,6,68,139,207,1898891,2509614,125561,31860,1326945,4565929,5892874,12601
2026-03-26,2026,3,26,chokepoint5,Malacca Strait,50,54,27,6,69,137,206,1340394,3620551,124842,12078,2380079,5097866,7477945,12602
2026-03-27,2026,3,27,chokepoint5,Malacca Strait,62,64,15,7,69,148,217,2261059,3424222,106340,10829,1454929,5802451,7257380,12603
2026-03-28,2026,3,28,chokepoint5,Malacca Strait,65,47,13,5,57,130,187,1786823,2286789,86590,23161,1939704,4183365,6123069,12604
2026-03-29,2026,3,29,chokepoint5,Malacca Strait,58,59,13,4,71,134,205,2131654,3413902,94107,3597,2264573,5643262,7907836,12605
2026-03-30,2026,3,30,chokepoint5,Malacca Strait,56,53,26,8,77,143,220,1542857,3033400,164938,26649,2806974,4767845,7574819,12606
2026-03-31,2026,3,31,chokepoint5,Malacca Strait,64,64,19,4,78,151,229,2163380,3934277,82717,13748,1003983,6194123,7198107,12607
2026-03-01,2026,3,1,chokepoint6,Strait of Hormuz,3,7,3,0,5,13,18,64346,263770,13807,0,153007,341924,494931,17307
2026-03-02,2026,3,2,chokepoint6,Strait of Hormuz,0,3,0,0,1,3,4,0,61822,0,0,0,61822,61822,17308
2026-03-03,2026,3,3,chokepoint6,Strait of Hormuz,1,2,0,0,1,3,4,0,96964,0,0,6701,96964,103665,17309
2026-03-04,2026,3,4,chokepoint6,Strait of Hormuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17310
2026-03-05,2026,3,5,chokepoint6,Strait of Hormuz,0,1,1,0,1,2,3,0,18130,5901,0,0,24031,24031,17311
2026-03-06,2026,3,6,chokepoint6,Strait of Hormuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17312
2026-03-07,2026,3,7,chokepoint6,Strait of Hormuz,0,2,0,0,0,2,2,0,102414,0,0,0,102414,102414,17313
2026-03-08,2026,3,8,chokepoint6,Strait of Hormuz,0,1,0,0,0,1,1,0,51168,0,0,0,51168,51168,17314
2026-03-09,2026,3,9,chokepoint6,Strait of Hormuz,0,0,1,0,0,1,1,0,0,1599,0,0,1599,1599,17315
2026-03-10,2026,3,10,chokepoint6,Strait of Hormuz,0,1,0,0,1,1,2,0,0,0,0,42122,0,42122,17316
2026-03-11,2026,3,11,chokepoint6,Strait of Hormuz,0,1,0,0,0,1,1,0,43477,0,0,0,43477,43477,17317
2026-03-12,2026,3,12,chokepoint6,Strait of Hormuz,1,0,0,0,0,1,1,0,0,0,0,0,0,0,17318
2026-03-13,2026,3,13,chokepoint6,Strait of Hormuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17319
2026-03-14,2026,3,14,chokepoint6,Strait of Hormuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17320
2026-03-15,2026,3,15,chokepoint6,Strait of Hormuz,2,3,0,0,2,5,7,24093,0,0,0,339183,24093,363277,17321
2026-03-16,2026,3,16,chokepoint6,Strait of Hormuz,0,2,0,0,0,2,2,0,0,0,0,0,0,0,17322
2026-03-17,2026,3,17,chokepoint6,Strait of Hormuz,0,0,0,0,1,0,1,0,0,0,0,47804,0,47804,17323
2026-03-18,2026,3,18,chokepoint6,Strait of Hormuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17324
2026-03-19,2026,3,19,chokepoint6,Strait of Hormuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17325
2026-03-20,2026,3,20,chokepoint6,Strait of Hormuz,0,1,0,0,2,1,3,0,74945,0,0,118692,74945,193637,17326
2026-03-21,2026,3,21,chokepoint6,Strait of Hormuz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17327
2026-03-22,2026,3,22,chokepoint6,Strait of Hormuz,0,2,0,0,0,2,2,0,31388,0,0,0,31388,31388,17328
2026-03-23,2026,3,23,chokepoint6,Strait of Hormuz,0,2,0,0,2,2,4,0,88658,0,0,48834,88658,137492,17329
2026-03-24,2026,3,24,chokepoint6,Strait of Hormuz,0,0,1,0,1,1,2,0,0,12988,0,0,12988,12988,17330
2026-03-25,2026,3,25,chokepoint6,Strait of Hormuz,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17331
2026-03-26,2026,3,26,chokepoint6,Strait of Hormuz,0,4,0,0,0,4,4,0,73148,0,0,0,73148,73148,17332
2026-03-27,2026,3,27,chokepoint6,Strait of Hormuz,0,2,0,0,0,2,2,0,68784,0,0,0,68784,68784,17333
2026-03-28,2026,3,28,chokepoint6,Strait of Hormuz,0,5,0,0,0,5,5,0,97272,0,0,0,97272,97272,17334
2026-03-29,2026,3,29,chokepoint6,Strait of Hormuz,0,2,1,0,2,3,5,0,117202,2281,0,5464,119484,124948,17335
2026-03-30,2026,3,30,chokepoint6,Strait of Hormuz,2,0,1,0,3,3,6,107592,0,2169,0,0,109762,109762,17336
2026-03-31,2026,3,31,chokepoint6,Strait of Hormuz,1,1,1,0,2,3,5,6722,0,6529,0,70842,13252,84095,17337
2026-03-01,2026,3,1,chokepoint7,Cape of Good Hope,6,58,2,1,12,67,79,613914,3214607,3670,0,668596,3832192,4500788,18885
2026-03-02,2026,3,2,chokepoint7,Cape of Good Hope,17,43,2,4,11,66,77,1156833,2386475,12499,14430,427914,3570238,3998153,18886
2026-03-03,2026,3,3,chokepoint7,Cape of Good Hope,29,52,5,6,13,92,105,1696508,3217601,88684,32579,689662,5035373,5725036,18887
2026-03-04,2026,3,4,chokepoint7,Cape of Good Hope,29,65,6,2,15,102,117,1670355,3537385,43192,0,244745,5250934,5495679,18888
2026-03-05,2026,3,5,chokepoint7,Cape of Good Hope,27,59,10,6,14,102,116,1738445,4752397,93184,43873,762352,6627900,7390252,18889
2026-03-06,2026,3,6,chokepoint7,Cape of Good Hope,24,36,5,2,12,67,79,1409799,2202803,57859,18072,1191063,3688534,4879598,18890
2026-03-07,2026,3,7,chokepoint7,Cape of Good Hope,11,45,3,4,10,63,73,883009,2719655,60856,21457,527326,3684979,4212305,18891
2026-03-08,2026,3,8,chokepoint7,Cape of Good Hope,23,40,2,3,14,68,82,1277011,2246510,18427,2838,1353966,3544788,4898754,18892
2026-03-09,2026,3,9,chokepoint7,Cape of Good Hope,20,61,2,4,18,87,105,964739,3339105,7356,16732,1008309,4327933,5336243,18893
2026-03-10,2026,3,10,chokepoint7,Cape of Good Hope,23,47,5,4,13,79,92,1511274,2661933,56359,20236,304461,4249803,4554265,18894
2026-03-11,2026,3,11,chokepoint7,Cape of Good Hope,20,54,5,7,12,86,98,1453807,3335564,33645,42112,617831,4865130,5482962,18895
2026-03-12,2026,3,12,chokepoint7,Cape of Good Hope,19,45,5,3,11,72,83,1177833,3437547,37216,12740,574686,4665338,5240024,18896
2026-03-13,2026,3,13,chokepoint7,Cape of Good Hope,30,41,6,3,11,80,91,1821714,2901924,52425,5950,874819,4782014,5656834,18897
2026-03-14,2026,3,14,chokepoint7,Cape of Good Hope,14,40,8,2,20,64,84,909427,2170177,87486,10313,1175453,3177404,4352857,18898
2026-03-15,2026,3,15,chokepoint7,Cape of Good Hope,26,36,0,5,24,67,91,1904698,1891538,0,17707,1601971,3813945,5415916,18899
2026-03-16,2026,3,16,chokepoint7,Cape of Good Hope,16,47,5,2,13,70,83,985017,3879833,76959,4248,296040,4946058,5242098,18900
